title,description,price,restaurant_id,category_id
MUTTER PANEER,MUTTER PANEER,120,64109e8a0111c288d05ac817,641192e598868d4c3a137158
PANEER BUTTER MASALA,PANEER BUTTER MASALA,150,64109e8a0111c288d05ac817,641192e598868d4c3a137158
MIX VEG,MIX VEG,100,64109e8a0111c288d05ac817,6411923298868d4c3a136d46
PALIN CHAPATI,PALIN CHAPATI,8,64109e8a0111c288d05ac817,64107306cdba633c905fa105
BUTTER ROTI,BUTTER ROTI,10,64109e8a0111c288d05ac817,64107306cdba633c905fa105
PLAIN ROTALA,PLAIN ROTALA,20,64109e8a0111c288d05ac817,64107306cdba633c905fa105
BUTTER ROTALA,BUTTER ROTALA,30,64109e8a0111c288d05ac817,64107306cdba633c905fa105
PAROTHA,PAROTHA,20,64109e8a0111c288d05ac817,64107306cdba633c905fa105
KOBIJ,KOBIJ,85,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
SEV TAMETA,SEV TAMETA,90,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
CHANA MASLA (KABULI),CHANA MASLA (KABULI),80,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
CHANA MASALA (DESI),CHANA MASALA (DESI),70,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
DAHI NU RAYTU,DAHI NU RAYTU,75,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
TAMETA CHATANI,TAMETA CHATANI,80,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
VATANA TAMETA,VATANA TAMETA,75,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
SEV MASALA,SEV MASALA,90,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
SEV MASALA DUSH MA,SEV MASALA DUSH MA,100,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
MIX SABJI,MIX SABJI,75,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
DAL FRY,DAL FRY,75,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
DAL TADAKA,DAL TADAKA,85,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
FULAVAR TAMETA,FULAVAR TAMETA,75,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
BHINDI MASALA,BHINDI MASALA,80,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
BHINDI FRY,BHINDI FRY,80,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
DAHI BHINDI,DAHI BHINDI,80,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
GAVAR FALI,GAVAR FALI,80,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
MAG MASALA,MAG MASALA,85,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
PLAIN PALAK,PLAIN PALAK,90,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
DAL PALAK,DAL PALAK,90,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
SPE.KULDEVI,SPE.KULDEVI,160,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
PANEER TIKA MASALA,PANEER TIKA MASALA,150,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
KAJU KARI,KAJU KARI,155,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
KHOYA KAJU,KHOYA KAJU,155,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
KAJU PANEER,KAJU PANEER,155,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
PANEER BHUJI,PANEER BHUJI,160,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
SAHI PANEER,SAHI PANEER,140,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
MALAI KOPTA,MALAI KOPTA,155,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
PALAK PANEER,PALAK PANEER,110,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
MUTTER PANEER,MUTTER PANEER,120,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
PANEER BUTTER MASALA,PANEER BUTTER MASALA,170,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
MIX VEG PANEER,MIX VEG PANEER,115,64109e8a0111c288d05ac817,64117391c62a0493e3870c93
PLAIN RICE ,PLAIN RICE ,45,64109e8a0111c288d05ac817,641073c1cdba633c905fa11f
DAL RICE FUL,DAL RICE FUL,65,64109e8a0111c288d05ac817,641073c1cdba633c905fa11f
PULAV SADA,PULAV SADA,65,64109e8a0111c288d05ac817,641073c1cdba633c905fa11f
VEG PULAV,VEG PULAV,75,64109e8a0111c288d05ac817,641073c1cdba633c905fa11f
KAJU PULAV,KAJU PULAV,100,64109e8a0111c288d05ac817,641073c1cdba633c905fa11f
JEERA RICE,JEERA RICE,55,64109e8a0111c288d05ac817,641073c1cdba633c905fa11f
CHAVAL FRY,CHAVAL FRY,65,64109e8a0111c288d05ac817,641073c1cdba633c905fa11f
DAL RICE HALF,DAL RICE HALF,40,64109e8a0111c288d05ac817,641073c1cdba633c905fa11f
PLAIN DHOSA,PLAIN DHOSA,59,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
PANEER PLAIN,PANEER PLAIN,79,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
CHEES PLAIN,CHEES PLAIN,79,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
GLVALIYER SOFT,GLVALIYER SOFT,59,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
MASALA NAYLON,MASALA NAYLON,69,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
CHEESE GARLIC KADAK,CHEESE GARLIC KADAK,69,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
CHOCOLATY PAPER,CHOCOLATY PAPER,79,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
GARIC HOT PAPER,GARIC HOT PAPER,69,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
MASALA DHOSA,MASALA DHOSA,89,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
ALOO PALAK MASALA,ALOO PALAK MASALA,99,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
PANEER MASALA,PANEER MASALA,119,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
CHEESE MASALA,CHEESE MASALA,119,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
SEJVAN MASALA,SEJVAN MASALA,109,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
GVALIYER MASALA,GVALIYER MASALA,109,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
GARLIC HOT MASALA,GARLIC HOT MASALA,99,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
MAYSUREE HANGAMA,MAYSUREE HANGAMA,199,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
MAYSUREE BHAJI,MAYSUREE BHAJI,119,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
GOTALA,GOTALA,189,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
SPE. BANDI,SPE. BANDI,219,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
PANEER BHURJI,PANEER BHURJI,179,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
CHEESE PANEER CHILLI,CHEESE PANEER CHILLI,179,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
SPE. LOVE BUTTER,SPE. LOVE BUTTER,189,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
PIZZA DHOSA,PIZZA DHOSA,199,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
CHEESE BLAST,CHEESE BLAST,189,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
CHEES JINI ROL,CHEES JINI ROL,189,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
CHEESE FRANKI,CHEESE FRANKI,179,64109d8b50e487ab6de50916,641183a9c62a0493e3871c44
PANEER FRANKI,PANEER FRANKI,179,64109d8b50e487ab6de50916,641183a9c62a0493e3871c44
CHEES PANEER SWEET CONRNER,CHEES PANEER SWEET CONRNER,169,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
CHEESE CHINESE,CHEESE CHINESE,169,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
CHEESE SPE. ROL,CHEESE SPE. ROL,159,64109d8b50e487ab6de50916,641173c6c62a0493e3870d79
DABELI REGULER,DABELI REGULER,20,6410ab3f0111c288d05ada2d,6410742ccdba633c905fa144
DABELI SPE.,DABELI SPE.,25,6410ab3f0111c288d05ada2d,6410742ccdba633c905fa144
REGULER PUFF,REGULER PUFF,20,6410ab3f0111c288d05ada2d,6410a50e0111c288d05ad22e
SPE PUFF,SPE PUFF,30,6410ab3f0111c288d05ada2d,6410a50e0111c288d05ad22e
ROSTED PAPAD,ROSTED PAPAD,10,6410b0370111c288d05adec0,6410748acdba633c905fa153
FRY PAPAD,FRY PAPAD,15,6410b0370111c288d05adec0,6410748acdba633c905fa153
MASALA PAPAD,MASALA PAPAD,25,6410b0370111c288d05adec0,6410748acdba633c905fa153
GREEN SALAD,GREEN SALAD,40,6410b0370111c288d05adec0,64117342c62a0493e3870b9f
KACHUMBAR SALAD,KACHUMBAR SALAD,30,6410b0370111c288d05adec0,64117342c62a0493e3870b9f
KAKADI SALAD,KAKADI SALAD,30,6410b0370111c288d05adec0,64117342c62a0493e3870b9f
BUTTER MILK,BUTTER MILK,10,6410b0370111c288d05adec0,64116f1ec62a0493e386fc28
CURD,CURD,25,6410b0370111c288d05adec0,64117342c62a0493e3870b9f
VEG.RAITA,VEG.RAITA,50,6410b0370111c288d05adec0,64117342c62a0493e3870b9f
BUNDI RAITA,BUNDI RAITA,50,6410b0370111c288d05adec0,64117342c62a0493e3870b9f
PINEAPPLE RAITA,PINEAPPLE RAITA,60,6410b0370111c288d05adec0,64117342c62a0493e3870b9f
SWEET LASSI,SWEET LASSI,40,6410b0370111c288d05adec0,64116f1ec62a0493e386fc28
SALTED LASSI,SALTED LASSI,30,6410b0370111c288d05adec0,64116f1ec62a0493e386fc28
CHEESE CORN TOMATO SOUP,CHEESE CORN TOMATO SOUP,60,6410b0370111c288d05adec0,641192cc98868d4c3a137123
TOMATO SOUP,TOMATO SOUP,60,6410b0370111c288d05adec0,641192cc98868d4c3a137123
SWEET CORN SOUP,SWEET CORN SOUP,80,6410b0370111c288d05adec0,641192cc98868d4c3a137123
HOT &SOUR SOUP,HOT &SOUR SOUP,60,6410b0370111c288d05adec0,641192cc98868d4c3a137123
MANCHOW SOUP,MANCHOW SOUP,60,6410b0370111c288d05adec0,641192cc98868d4c3a137123
MANCHURIAN SOUP,MANCHURIAN SOUP,60,6410b0370111c288d05adec0,641192cc98868d4c3a137123
LEMON CORIANDER SOUP,LEMON CORIANDER SOUP,60,6410b0370111c288d05adec0,641192cc98868d4c3a137123
MINI STRONE SOUP,MINI STRONE SOUP,60,6410b0370111c288d05adec0,641192cc98868d4c3a137123
VEG.RAITA ,VEG.RAITA ,50,6410b0370111c288d05adec0,64117342c62a0493e3870b9f
TOMATO SOUP,TOMATO SOUP,60,6410b0370111c288d05adec0,641192cc98868d4c3a137123
VEG.MANCHURIAN DRY,VEG.MANCHURIAN DRY,80,6410b0370111c288d05adec0,6410729ecdba633c905fa0e4
VEG. MANCHURIAN GRAVY,VEG. MANCHURIAN GRAVY,90,6410b0370111c288d05adec0,6410729ecdba633c905fa0e4
VEG.HAKKA NOODIES,VEG.HAKKA NOODIES,80,6410b0370111c288d05adec0,6410729ecdba633c905fa0e4
VEG.SCHEZWAN NOODIES,VEG.SCHEZWAN NOODIES,90,6410b0370111c288d05adec0,6410729ecdba633c905fa0e4
CHILLY GARILLY DRY,CHILLY GARILLY DRY,70,6410b0370111c288d05adec0,6410729ecdba633c905fa0e4
PANEER CHILLY GRAVY,PANEER CHILLY GRAVY,110,6410b0370111c288d05adec0,6410729ecdba633c905fa0e4
CHILLY POTATO,CHILLY POTATO,70,6410b0370111c288d05adec0,6410729ecdba633c905fa0e4
VEG.FRY RICE,VEG.FRY RICE,70,6410b0370111c288d05adec0,6410729ecdba633c905fa0e4
MANCHURIAN FRY RICE,MANCHURIAN FRY RICE,80,6410b0370111c288d05adec0,6410729ecdba633c905fa0e4
NOODIES FRY RICE,NOODIES FRY RICE,70,6410b0370111c288d05adec0,6410729ecdba633c905fa0e4
SCHEZWAN FRY RICE,SCHEZWAN FRY RICE,70,6410b0370111c288d05adec0,6410729ecdba633c905fa0e4
CHINESE BHEL,CHINESE BHEL,80,6410b0370111c288d05adec0,6410729ecdba633c905fa0e4
HONEY CHILLY POTATO,HONEY CHILLY POTATO,90,6410b0370111c288d05adec0,6410729ecdba633c905fa0e4
FINGER CHIPS,FINGER CHIPS,80,6410b0370111c288d05adec0,6410729ecdba633c905fa0e4
PANEER CHILLY DRY,PANEER CHILLY DRY,100,6410b0370111c288d05adec0,6410729ecdba633c905fa0e4
PANEER STICK SIZZLER,PANEER STICK SIZZLER,199,6410b0370111c288d05adec0,64118fdd98868d4c3a135a18
MIX VEG.SIZZLER,MIX VEG.SIZZLER,240,6410b0370111c288d05adec0,64118fdd98868d4c3a135a18
SP. SIZZLER,SP. SIZZLER,260,6410b0370111c288d05adec0,64118fdd98868d4c3a135a18
SP.PANEER GANGOTRI,SP.PANEER GANGOTRI,180,6410b0370111c288d05adec0,641192e598868d4c3a137158
PALAK PANEER,PALAK PANEER,120,6410b0370111c288d05adec0,641192e598868d4c3a137158
PANEER BUTTER MASALA,PANEER BUTTER MASALA,130,6410b0370111c288d05adec0,641192e598868d4c3a137158
PANEER TIKA MASALA,PANEER TIKA MASALA,130,6410b0370111c288d05adec0,641192e598868d4c3a137158
PANEER PATIALA,PANEER PATIALA,140,6410b0370111c288d05adec0,641192e598868d4c3a137158
PANEER PASANDA,PANEER PASANDA,130,6410b0370111c288d05adec0,641192e598868d4c3a137158
PANEER TIKA  LABABDAR,PANEER TIKA  LABABDAR,130,6410b0370111c288d05adec0,641192e598868d4c3a137158
PANNER BHURJI,PANNER BHURJI,140,6410b0370111c288d05adec0,641192e598868d4c3a137158
PANNER KORMA,PANNER KORMA,130,6410b0370111c288d05adec0,641192e598868d4c3a137158
MALAI KOFTA,MALAI KOFTA,120,6410b0370111c288d05adec0,641192e598868d4c3a137158
NARGISH KOFTA,NARGISH KOFTA,120,6410b0370111c288d05adec0,641192e598868d4c3a137158
VEG.KOFTA,VEG.KOFTA,120,6410b0370111c288d05adec0,641192e598868d4c3a137158
KASHMIRI KOFTA,KASHMIRI KOFTA,130,6410b0370111c288d05adec0,641192e598868d4c3a137158
STUFF TOMATO,STUFF TOMATO,120,6410b0370111c288d05adec0,641192e598868d4c3a137158
STU FF CAPCICUM,STU FF CAPCICUM,120,6410b0370111c288d05adec0,641192e598868d4c3a137158
PANEER LASANIYA,PANEER LASANIYA,130,6410b0370111c288d05adec0,641192e598868d4c3a137158
MUSHROOM MASALA,MUSHROOM MASALA,120,6410b0370111c288d05adec0,641192e598868d4c3a137158
BABY CORN MASALA,BABY CORN MASALA,120,6410b0370111c288d05adec0,641192e598868d4c3a137158
FRY MUSHROOM GADI MASALA,FRY MUSHROOM GADI MASALA,130,6410b0370111c288d05adec0,641192e598868d4c3a137158
PANEER KADHAI MASALA ,PANEER KADHAI MASALA ,130,6410b0370111c288d05adec0,641192e598868d4c3a137158
PANEER HANDI MASALA,PANEER HANDI MASALA,140,6410b0370111c288d05adec0,641192e598868d4c3a137158
PANEER TAWA MASALA,PANEER TAWA MASALA,140,6410b0370111c288d05adec0,641192e598868d4c3a137158
PANEER TUFANI,PANEER TUFANI,140,6410b0370111c288d05adec0,641192e598868d4c3a137158
PANEER JWALAMUKHI,PANEER JWALAMUKHI,140,6410b0370111c288d05adec0,641192e598868d4c3a137158
PANEER BALTI,PANEER BALTI,140,6410b0370111c288d05adec0,641192e598868d4c3a137158
KHOYA KAJU,KHOYA KAJU,150,6410b0370111c288d05adec0,641192e598868d4c3a137158
KAJU CURRY,KAJU CURRY,150,6410b0370111c288d05adec0,641192e598868d4c3a137158
FRY  KAJU HANDI,FRY  KAJU HANDI,170,6410b0370111c288d05adec0,641192e598868d4c3a137158
PANEER ANGARA,PANEER ANGARA,150,6410b0370111c288d05adec0,641192e598868d4c3a137158
SHAHI PANEER,SHAHI PANEER,130,6410b0370111c288d05adec0,641192e598868d4c3a137158
MATAR  PANEER,MATAR  PANEER,120,6410b0370111c288d05adec0,641192e598868d4c3a137158
SEV TAMETA,SEV TAMETA,80,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
MUG MASALA,MUG MASALA,70,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
DESI CHANA MASALA,DESI CHANA MASALA,70,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
LASANIYA BATAKA,LASANIYA BATAKA,80,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
BHARELA RINGAN,BHARELA RINGAN,80,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
BENGAN BHARTA,BENGAN BHARTA,80,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
KAJU GANTHIYA,KAJU GANTHIYA,100,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
DAHI RAYTU,DAHI RAYTU,70,6410b0370111c288d05adec0,64117342c62a0493e3870b9f
SADA VAGHARELA ROTLA,SADA VAGHARELA ROTLA,90,6410b0370111c288d05adec0,64107306cdba633c905fa105
SADI KHICHDI,SADI KHICHDI,50,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
MASALA KHICHDI,MASALA KHICHDI,80,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
RAJWADI KHICHDI,RAJWADI KHICHDI,80,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
DAHI  NI KHICHDI,DAHI  NI KHICHDI,80,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
SEV  MASALA,SEV  MASALA,80,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
SEV DUNGRI,SEV DUNGRI,80,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
BHINDI MASALA,BHINDI MASALA,80,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
DUDH MA SEV,DUDH MA SEV,100,6410b0370111c288d05adec0,6410701fcdba633c905fa07d
DAHI BHINDI,DAHI BHINDI,80,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
DAHI PATRA,DAHI PATRA,90,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
MUG DAHI,MUG DAHI,80,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
WAGHARELA ROTLA DAHIMA,WAGHARELA ROTLA DAHIMA,100,6410b0370111c288d05adec0,64107306cdba633c905fa105
VATANA TAMETA,VATANA TAMETA,80,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
TAMETA MARCHA,TAMETA MARCHA,80,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
FULAWAR BATAKA,FULAWAR BATAKA,80,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
BATAKA SUKHIBHAJI,BATAKA SUKHIBHAJI,80,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
FARARI SUKHIBHAJI,FARARI SUKHIBHAJI,90,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
SADI  DALBATI,SADI  DALBATI,100,6410b0370111c288d05adec0,64107353cdba633c905fa10d
SP.DALBATI,SP.DALBATI,110,6410b0370111c288d05adec0,64107353cdba633c905fa10d
WAGHARELI CHANSH,WAGHARELI CHANSH,140,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
LILA LASANNI CHATNI,LILA LASANNI CHATNI,60,6410b0370111c288d05adec0,641072abcdba633c905fa0ea
SUKA LASANNI CHATNI,SUKA LASANNI CHATNI,90,6410b0370111c288d05adec0,641072abcdba633c905fa0ea
BESAN GATTA,BESAN GATTA,90,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
MASALA KHICHDI ,MASALA KHICHDI ,80,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
BHINDI MASALA,BHINDI MASALA,80,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
SP.GANGOTRI VEG,SP.GANGOTRI VEG,140,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
MIX VEG.,MIX VEG.,80,6410b0370111c288d05adec0,6411923298868d4c3a136d46
AaLOO MATAR,AaLOO MATAR,80,6410b0370111c288d05adec0,6411923298868d4c3a136d46
KABULI CHANA MASALA,KABULI CHANA MASALA,90,6410b0370111c288d05adec0,6411923298868d4c3a136d46
AaLOO PALAK,AaLOO PALAK,80,6410b0370111c288d05adec0,6411923298868d4c3a136d46
VEG.MAKHKHANWALA,VEG.MAKHKHANWALA,120,6410b0370111c288d05adec0,6411923298868d4c3a136d46
VEG.JAYPURI,VEG.JAYPURI,120,6410b0370111c288d05adec0,6411923298868d4c3a136d46
VEG.KOLHAPURI,VEG.KOLHAPURI,120,6410b0370111c288d05adec0,6411923298868d4c3a136d46
VEG.KADHAI MASALA,VEG.KADHAI MASALA,110,6410b0370111c288d05adec0,6411923298868d4c3a136d46
VEG.HANDI MASALA,VEG.HANDI MASALA,110,6410b0370111c288d05adec0,6411923298868d4c3a136d46
VEG.TAWA MASALA TUFANI,VEG.TAWA MASALA TUFANI,120,6410b0370111c288d05adec0,6411923298868d4c3a136d46
